Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-04-25 00:00:00-04:00,1.6335943012973597,1.6335943012973597,1.6133953182219645,1.6327526569366455,1727200,0.0,0.0
2002-04-26 00:00:00-04:00,1.6243360961021112,1.647901652590752,1.620128035545349,1.6201280355453491,1653600,0.0,0.0
2002-04-29 00:00:00-04:00,1.6117120477719913,1.6117120477719913,1.582255136922045,1.590671420097351,2562400,0.0,0.0
2002-04-30 00:00:00-04:00,1.578047230797504,1.6243365520233246,1.5738391690596167,1.603295922279358,6894400,0.0,0.0
2002-05-01 00:00:00-04:00,1.624336800097697,1.7253319025039673,1.624336800097697,1.7253319025039673,1672000,0.0,0.0
2002-05-02 00:00:00-04:00,1.7169152568001802,1.7665711529979649,1.7169152568001802,1.7531051635742188,3316000,0.0,0.0
2002-05-03 00:00:00-04:00,1.7505799531936646,1.7514215974652998,1.7303809722561103,1.7505799531936646,463200,0.0,0.0
2002-05-06 00:00:00-04:00,1.7497387594382323,1.901231221840762,1.7497387594382323,1.8305346965789795,2146400,0.0,0.0
2002-05-07 00:00:00-04:00,1.822118243281894,1.8515751528185467,1.80528583820898,1.809493899345398,452800,0.0,0.0
2002-05-08 00:00:00-04:00,1.8263265363328276,1.893656480310755,1.8263265363328276,1.8852401971817017,658400,0.0,0.0
2002-05-09 00:00:00-04:00,1.8936566708661726,1.9525704981706928,1.8936566708661726,1.9231135845184326,847200,0.0,0.0
2002-05-10 00:00:00-04:00,1.9357378910378216,1.9719277990328905,1.8515753740361771,1.8566250801086426,696000,0.0,0.0
2002-05-13 00:00:00-04:00,1.8574665026204287,1.8574665026204287,1.754788301935753,1.809493899345398,1929600,0.0,0.0
2002-05-14 00:00:00-04:00,1.851575018408666,1.8852399866379228,1.7505799531936646,1.7505799531936646,3958400,0.0,0.0
2002-05-15 00:00:00-04:00,1.7421640936438372,1.7674127834826878,1.670625925064087,1.670625925064087,5829600,0.0,0.0
2002-05-16 00:00:00-04:00,1.6706260685896994,1.7421642433153852,1.6706260685896994,1.733747959136963,5286400,0.0,0.0
2002-05-17 00:00:00-04:00,1.7463720212950133,1.809493901582785,1.7463720212950133,1.786769986152649,4351200,0.0,0.0
2002-05-20 00:00:00-04:00,1.7867706167641506,1.809494540214324,1.7758295576181222,1.799394965171814,2336000,0.0,0.0
2002-05-21 00:00:00-04:00,1.902073251451295,1.9062813138318522,1.7211238401234101,1.7253319025039673,3872000,0.0,0.0
2002-05-22 00:00:00-04:00,1.7219651100196642,1.8094942092895507,1.7084991194438772,1.7884535789489746,1847200,0.0,0.0
2002-05-23 00:00:00-04:00,1.7884530910431724,1.9104887779370088,1.7884530910431724,1.886081576347351,2157600,0.0,0.0
2002-05-24 00:00:00-04:00,1.8801905700676824,1.9946516401394787,1.8801905700676824,1.9744524955749512,2212000,0.0,0.0
2002-05-28 00:00:00-04:00,1.9820268155202545,2.0443072069328814,1.96098619047003,2.037574052810669,2082400,0.0,0.0
2002-05-29 00:00:00-04:00,2.0375742827203087,2.0375742827203087,1.9778189778882531,1.98623526096344,4728000,0.0,0.0
2002-05-30 00:00:00-04:00,1.9862355331604409,1.9862355331604409,1.9483623343955183,1.9576202630996704,3941600,0.0,0.0
2002-05-31 00:00:00-04:00,1.957619900143475,2.0451488225212198,1.957619900143475,2.035891056060791,2708000,0.0,0.0
2002-06-03 00:00:00-04:00,2.0358912134497,2.0358912134497,1.9475204793934904,1.9567784070968628,1817600,0.0,0.0
2002-06-04 00:00:00-04:00,1.9534120239911257,2.0114842080908724,1.9273216875805657,1.9719278812408447,1933600,0.0,0.0
2002-06-05 00:00:00-04:00,1.9778190351301626,1.9929683129984985,1.944995706766936,1.9567784070968628,1752000,0.0,0.0
2002-06-06 00:00:00-04:00,1.956778407096863,1.9904433798446919,1.9517287013165017,1.9567784070968628,1403200,0.0,0.0
2002-06-07 00:00:00-04:00,1.9357381802564908,1.955937168091545,1.8987066222952482,1.9315301179885864,1752000,0.0,0.0
2002-06-10 00:00:00-04:00,1.9315299294758006,1.9609866835307912,1.8768241621684865,1.8936567306518555,854400,0.0,0.0
2002-06-11 00:00:00-04:00,1.903756232730472,1.914697289466858,1.8953399488031868,1.914697289466858,323200,0.0,0.0
2002-06-12 00:00:00-04:00,1.894498124676385,1.8953397690420153,1.8364259476658922,1.8852401971817017,532000,0.0,0.0
2002-06-13 00:00:00-04:00,1.8852402954933194,1.944154119941684,1.859991605316739,1.9323712587356567,1297600,0.0,0.0
2002-06-14 00:00:00-04:00,1.9306881361060164,1.9306881361060164,1.796869724617723,1.8944982290267944,718400,0.0,0.0
2002-06-17 00:00:00-04:00,1.9020728216483416,1.9736109896436798,1.9020728216483416,1.9374210834503174,936800,0.0,0.0
2002-06-18 00:00:00-04:00,1.9374208597392004,1.9483619145093736,1.8768237547744406,1.8953396081924438,260000,0.0,0.0
2002-06-19 00:00:00-04:00,1.8936571737994319,1.9483627933815095,1.8936571737994319,1.935738444328308,905600,0.0,0.0
2002-06-20 00:00:00-04:00,1.9239553033142442,1.9239553033142442,1.8339014305042198,1.8431591987609863,509600,0.0,0.0
2002-06-21 00:00:00-04:00,1.8305347902434213,1.8305347902434213,1.7589966169100644,1.7674129009246826,1016000,0.0,0.0
2002-06-24 00:00:00-04:00,1.7674126251697513,1.7674126251697513,1.6748338365077924,1.7270146608352661,1092800,0.0,0.0
2002-06-25 00:00:00-04:00,1.727015032120031,1.7497389521412283,1.6815671920776367,1.6815671920776367,829600,0.0,0.0
2002-06-26 00:00:00-04:00,1.6622101921636057,1.6622101921636057,1.5452243110205766,1.594880223274231,2882400,0.0,0.0
2002-06-27 00:00:00-04:00,1.6075037347459782,1.6832499504089355,1.5915128152694704,1.6832499504089355,1632000,0.0,0.0
2002-06-28 00:00:00-04:00,1.6790424589307635,1.7943450297255223,1.6689428851726265,1.7665714025497437,3480000,0.0,0.0
2002-07-01 00:00:00-04:00,1.7589966423539014,1.7665712820238981,1.6537934919675763,1.6613681316375732,1088000,0.0,0.0
2002-07-02 00:00:00-04:00,1.6605263542954636,1.6605263542954636,1.5039841882056986,1.5788887739181519,1637600,0.0,0.0
2002-07-03 00:00:00-04:00,1.5738391654867883,1.6075041408952577,1.4518034490379126,1.557006597518921,2226400,0.0,0.0
2002-07-05 00:00:00-04:00,1.5654227165104917,1.6378023658782175,1.5654227165104917,1.5999293327331543,455200,0.0,0.0
2002-07-08 00:00:00-04:00,1.6075046030988385,1.7127077818287715,1.5965633826156311,1.667259931564331,1433600,0.0,0.0
2002-07-09 00:00:00-04:00,1.6580018795666547,1.719440486989837,1.6192870328912667,1.6411693096160889,2162400,0.0,0.0
2002-07-10 00:00:00-04:00,1.6411687526635825,1.6916662848509847,1.5948794417993477,1.615920066833496,2144000,0.0,0.0
2002-07-11 00:00:00-04:00,1.6032959471071315,1.6066625249713868,1.493884734955128,1.5511152744293213,2443200,0.0,0.0
2002-07-12 00:00:00-04:00,1.5511148481494503,1.5511148481494503,1.4787350492321776,1.4888346195220947,1052800,0.0,0.0
2002-07-15 00:00:00-04:00,1.4871518322219206,1.4871518322219206,1.3297679191457161,1.4055142402648926,1300000,0.0,0.0
2002-07-16 00:00:00-04:00,1.3844732992154438,1.4198215584451601,1.354174745439332,1.362591028213501,1246400,0.0,0.0
2002-07-17 00:00:00-04:00,1.36679943790697,1.4013060616066468,1.2035241686102707,1.354175090789795,6398400,0.0,0.0
2002-07-18 00:00:00-04:00,1.3541749454042118,1.3802652813822598,1.3432338082876123,1.3499668836593628,1261600,0.0,0.0
2002-07-19 00:00:00-04:00,1.3423923438494598,1.3474421309895463,1.3171435686763138,1.3280847072601318,1353600,0.0,0.0
2002-07-22 00:00:00-04:00,1.3230347094794175,1.3861565131378144,1.312935217683529,1.3297677040100098,999200,0.0,0.0
2002-07-23 00:00:00-04:00,1.3381841286337277,1.3802653915500542,1.283478518947959,1.3466004133224487,2536000,0.0,0.0
2002-07-24 00:00:00-04:00,1.329767887442997,1.4829437348026684,1.261596208087369,1.4804188013076782,1784800,0.0,0.0
2002-07-25 00:00:00-04:00,1.4812604885436562,1.4812604885436562,1.3970979626096676,1.4290796518325806,560800,0.0,0.0
2002-07-26 00:00:00-04:00,1.4299211144847057,1.4896765837717738,1.4299211144847057,1.476210594177246,668800,0.0,0.0
2002-07-29 00:00:00-04:00,1.4778937636733742,1.5443822296108907,1.4778937636733742,1.5401740074157715,936000,0.0,0.0
2002-07-30 00:00:00-04:00,1.5401737827729964,1.5485900654084108,1.4854681864336612,1.5107170343399048,716800,0.0,0.0
2002-07-31 00:00:00-04:00,1.4938847541809082,1.4947263986578037,1.450120204545965,1.472844123840332,777600,0.0,0.0
2002-08-01 00:00:00-04:00,1.464427567045536,1.464427567045536,1.3642741403168932,1.4046722650527954,1011200,0.0,0.0
2002-08-02 00:00:00-04:00,1.3928896761831597,1.3928896761831597,1.2498134849665972,1.270854115486145,1099200,0.0,0.0
2002-08-05 00:00:00-04:00,1.2708541622171963,1.3196684203964237,1.2708541622171963,1.291894793510437,702400,0.0,0.0
2002-08-06 00:00:00-04:00,1.3045190777141895,1.3373424898548099,1.3045190777141895,1.3289262056350708,1688800,0.0,0.0
2002-08-07 00:00:00-04:00,1.3314510695796564,1.3466003491924348,1.3003109461362177,1.3373425006866455,1560800,0.0,0.0
2002-08-08 00:00:00-04:00,1.329767842114304,1.3339759841988712,1.165650942925254,1.2540215253829956,4937600,0.0,0.0
2002-08-09 00:00:00-04:00,1.2540214663088844,1.312935292190261,1.2540214663088844,1.2834783792495728,946400,0.0,0.0
2002-08-12 00:00:00-04:00,1.282636582698307,1.367640733718872,1.2792700856412362,1.367640733718872,926400,0.0,0.0
2002-08-13 00:00:00-04:00,1.3886814930841407,1.4484368014910414,1.3684825088116421,1.3760571479797363,1760800,0.0,0.0
2002-08-14 00:00:00-04:00,1.3760572359465673,1.4980927937934858,1.3760572359465673,1.4560115337371826,3224800,0.0,0.0
2002-08-15 00:00:00-04:00,1.514925490112189,1.57804738553353,1.514925490112189,1.5233417749404907,3407200,0.0,0.0
2002-08-16 00:00:00-04:00,1.5233418548445596,1.6664180623213611,1.5233418548445596,1.5931967496871948,1723200,0.0,0.0
2002-08-19 00:00:00-04:00,1.5931966434558242,1.719440432502691,1.573839300995185,1.6790424585342407,1722400,0.0,0.0
2002-08-20 00:00:00-04:00,1.7421643812237422,1.809494338926369,1.7000831175277802,1.760680079460144,5432800,0.0,0.0
2002-08-21 00:00:00-04:00,1.7632046750059776,1.8094939919854014,1.7270147694819094,1.805285930633545,1994400,0.0,0.0
2002-08-22 00:00:00-04:00,1.7842457389955066,1.8094944343334292,1.716915617215563,1.7253319025039673,3035200,0.0,0.0
2002-08-23 00:00:00-04:00,1.7253317621689808,1.7261734066820926,1.6622098684310913,1.6622098684310913,1333600,0.0,0.0
2002-08-26 00:00:00-04:00,1.6630514281255193,1.7463723043467423,1.6605264947149603,1.738797664642334,2069600,0.0,0.0
2002-08-27 00:00:00-04:00,1.7421638571220717,1.7707791206690715,1.7211232316038207,1.7345892190933228,1864800,0.0,0.0
2002-08-28 00:00:00-04:00,1.7295393406315278,1.7884531558589507,1.7135485809352196,1.7589962482452393,2461600,0.0,0.0
2002-08-29 00:00:00-04:00,1.7522636265215221,1.8044444591308317,1.7228067126546827,1.8036028146743774,1388000,0.0,0.0
2002-08-30 00:00:00-04:00,1.817910050179409,1.8507333741370307,1.7505799531936646,1.7505799531936646,778400,0.0,0.0
2002-09-03 00:00:00-04:00,1.750579884214403,1.750579884214403,1.6453767623138447,1.6832499504089355,1085600,0.0,0.0
2002-09-04 00:00:00-04:00,1.7000829556836943,1.7320646424160369,1.5654228925704956,1.5654228925704956,2308800,0.0,0.0
2002-09-05 00:00:00-04:00,1.5570064189788544,1.6411689281128465,1.5511150690238344,1.6142369508743286,1292800,0.0,0.0
2002-09-06 00:00:00-04:00,1.6201287778826932,1.6664181073255668,1.6201287778826932,1.6504273414611816,1339200,0.0,0.0
2002-09-09 00:00:00-04:00,1.6537933045456872,1.6874582767486572,1.5654227324469843,1.6874582767486572,1700000,0.0,0.0
2002-09-10 00:00:00-04:00,1.6933497311192498,1.7244897691752994,1.6697841710960206,1.7169151306152344,1416800,0.0,0.0
2002-09-11 00:00:00-04:00,1.7337475493426515,1.7581545911111511,1.7337475493426515,1.7505799531936646,599200,0.0,0.0
2002-09-12 00:00:00-04:00,1.7716207286945131,1.7741456617236162,1.7169151306152344,1.7169151306152344,1172000,0.0,0.0
2002-09-13 00:00:00-04:00,1.7000830314419795,1.7000830314419795,1.6495854854583742,1.649585485458374,288000,0.0,0.0
2002-09-16 00:00:00-04:00,1.6504264362374188,1.7034487328908785,1.6495847920966076,1.7009238004684448,484800,0.0,0.0
2002-09-17 00:00:00-04:00,1.7219652602949473,1.75563040019963,1.671467871492492,1.7185988426208496,388800,0.0,0.0
2002-09-18 00:00:00-04:00,1.7084988895704383,1.7160735283160822,1.6706258563694671,1.6916664838790894,408000,0.0,0.0
2002-09-19 00:00:00-04:00,1.7000827253872597,1.746372040564827,1.6832501595805562,1.7068157196044922,3078400,0.0,0.0
2002-09-20 00:00:00-04:00,1.7564716704238084,1.7564716704238084,1.6664176490558946,1.6874582767486572,737600,0.0,0.0
2002-09-23 00:00:00-04:00,1.6882994016768607,1.6908243340129507,1.6731501287147217,1.6748334169387817,1595200,0.0,0.0
2002-09-24 00:00:00-04:00,1.6714678058576031,1.6723094503748992,1.5696310666466848,1.6344362497329712,1099200,0.0,0.0
2002-09-25 00:00:00-04:00,1.6378024126727155,1.6638929070711967,1.636960928813509,1.6537933349609375,840000,0.0,0.0
2002-09-26 00:00:00-04:00,1.6664175283511653,1.7379556894302368,1.662209467328318,1.7379556894302368,1353600,0.0,0.0
2002-09-27 00:00:00-04:00,1.7379559557366344,1.8641997320932024,1.7379559557366344,1.7909784317016602,2938400,0.0,0.0
2002-09-30 00:00:00-04:00,1.7909785844959638,1.8010779975708364,1.6369611706223066,1.7211236953735352,2290400,0.0,0.0
2002-10-01 00:00:00-04:00,1.7211231385040262,1.7211231385040262,1.5999290971269602,1.6832499504089355,3411200,0.0,0.0
2002-10-02 00:00:00-04:00,1.670626059472825,1.6824087609419547,1.624336577007746,1.6664178371429443,1560000,0.0,0.0
2002-10-03 00:00:00-04:00,1.6731508180779426,1.6731508180779426,1.6117122173309326,1.6117122173309326,1212000,0.0,0.0
2002-10-04 00:00:00-04:00,1.6234947322294193,1.6537931236340682,1.55700627894051,1.6251778602600098,2060800,0.0,0.0
2002-10-07 00:00:00-04:00,1.607504152260416,1.6159204363038533,1.5654228925704956,1.5654228925704956,1420800,0.0,0.0
2002-10-08 00:00:00-04:00,1.582255136922045,1.622653264058064,1.579730364338528,1.590671420097351,1255200,0.0,0.0
2002-10-09 00:00:00-04:00,1.5822551676509713,1.5906714509897297,1.4703190326690674,1.4703190326690674,1482400,0.0,0.0
2002-10-10 00:00:00-04:00,1.4728440318997036,1.5763638881866833,1.4534866917212785,1.541015625,2052800,0.0,0.0
2002-10-11 00:00:00-04:00,1.5494320488646045,1.578047319771985,1.5485904043641199,1.56289803981781,1828000,0.0,0.0
2002-10-14 00:00:00-04:00,1.5544815032936419,1.5864633470173641,1.5443820919799127,1.5772054195404053,673600,0.0,0.0
2002-10-15 00:00:00-04:00,1.6411689905033706,1.6706259019255485,1.6133953678544037,1.6487436294555664,1840800,0.0,0.0
2002-10-16 00:00:00-04:00,1.6420109541663455,1.6580018795666547,1.6125540370164972,1.6411693096160889,1138400,0.0,0.0
2002-10-17 00:00:00-04:00,1.6580018446600493,1.7387977934562526,1.6394859859987923,1.6647348403930664,1288800,0.0,0.0
2002-10-18 00:00:00-04:00,1.6647342078401164,1.7581544680727017,1.663050919414645,1.7127068042755127,1427200,0.0,0.0
2002-10-21 00:00:00-04:00,1.7135490201426407,1.7665713390159237,1.6916667448930605,1.7547886371612549,1616800,0.0,0.0
2002-10-22 00:00:00-04:00,1.5317576426880428,1.6664175211653427,1.5317576426880428,1.6133952140808105,7187200,0.0,0.0
2002-10-23 00:00:00-04:00,1.6108702650215785,1.686616646565168,1.6108702650215785,1.678200364112854,1184800,0.0,0.0
2002-10-24 00:00:00-04:00,1.6916664424331809,1.723648124832265,1.6916664424331809,1.7169151306152344,1300800,0.0,0.0
2002-10-25 00:00:00-04:00,1.7084985832118342,1.7674123938855746,1.7034488784626398,1.7127068042755127,2435200,0.0,0.0
2002-10-28 00:00:00-05:00,1.7253316640347653,1.7253316640347653,1.5586899125716103,1.5612146854400635,4722400,0.0,0.0
2002-10-29 00:00:00-05:00,1.5620563269531356,1.5620563269531356,1.4997760813884673,1.5149253606796265,4871200,0.0,0.0
2002-10-30 00:00:00-05:00,1.5401740524800465,1.5612146824894857,1.5115587828250276,1.5149253606796265,4926400,0.0,0.0
2002-10-31 00:00:00-05:00,1.5275499372331127,1.5275499372331127,1.49809301866658,1.5065093040466309,1644000,0.0,0.0
2002-11-01 00:00:00-05:00,1.5065089502574696,1.5065089502574696,1.4459119987008395,1.4837850332260132,2742400,0.0,0.0
2002-11-04 00:00:00-05:00,1.5048256158473663,1.544382098486668,1.5048256158473663,1.521658182144165,1336800,0.0,0.0
2002-11-05 00:00:00-05:00,1.5225000242862734,1.578047275543213,1.5073507447566954,1.578047275543213,2224800,0.0,0.0
2002-11-06 00:00:00-05:00,1.5797305272861593,1.597404579302838,1.5570066085270582,1.5654228925704956,910400,0.0,0.0
2002-11-07 00:00:00-05:00,1.5527983781435604,1.578888711370409,1.5359658118846102,1.5544815063476562,834400,0.0,0.0
2002-11-08 00:00:00-05:00,1.5544815208407181,1.5544815208407181,1.4332876205444336,1.4332876205444336,2266400,0.0,0.0
2002-11-11 00:00:00-05:00,1.4391787853154645,1.471160464754817,1.4223462210670286,1.4644274711608887,1081600,0.0,0.0
2002-11-12 00:00:00-05:00,1.468636119564035,1.6007712575991209,1.467794475054141,1.5485904216766357,2532000,0.0,0.0
2002-11-13 00:00:00-05:00,1.548590176249299,1.6125537041185263,1.516608492578311,1.5990877151489258,3766400,0.0,0.0
2002-11-14 00:00:00-05:00,1.6075039983867387,1.643693903940259,1.578047087318019,1.5990877151489258,1755200,0.0,0.0
2002-11-15 00:00:00-05:00,1.6075042869964529,1.7169155071498496,1.6075042869964529,1.6975581645965576,2507200,0.0,0.0
2002-11-18 00:00:00-05:00,1.7589962489887423,1.7632044703794696,1.6664174652467596,1.703449010848999,4120000,0.0,0.0
2002-11-19 00:00:00-05:00,1.6032960260814741,1.6075042486190796,1.4812604619818839,1.6075042486190796,9400000,0.0,0.0
2002-11-20 00:00:00-05:00,1.6075036933478424,1.6453767199403624,1.5612142245873573,1.6201280355453491,2154400,0.0,0.0
2002-11-21 00:00:00-05:00,1.6327525500510909,1.6580013976378951,1.5780469544038707,1.6361191272735596,2915200,0.0,0.0
2002-11-22 00:00:00-05:00,1.6361194101242733,1.6361194101242733,1.5401740295510535,1.557006597518921,3816800,0.0,0.0
2002-11-25 00:00:00-05:00,1.5738389245906086,1.5948795510662732,1.5570063591991807,1.562056064605713,1702400,0.0,0.0
2002-11-26 00:00:00-05:00,1.562897948149495,1.5847802222968164,1.5199750443059716,1.557006597518921,1782400,0.0,0.0
2002-11-27 00:00:00-05:00,1.5654225088042755,1.5881464219925672,1.5553229383226257,1.5713138580322266,1418400,0.0,0.0
2002-11-29 00:00:00-05:00,1.6117122140185016,1.6117122140185016,1.5654228925704956,1.5654228925704956,461600,0.0,0.0
2002-12-02 00:00:00-05:00,1.5990877032726571,1.6622095862965778,1.578047075598017,1.590671420097351,3728000,0.0,0.0
2002-12-03 00:00:00-05:00,1.5780470870952852,1.6268613372350091,1.5368074758157984,1.6041374206542969,1670400,0.0,0.0
2002-12-04 00:00:00-05:00,1.5948802307797878,1.6201289291002976,1.5822557210922241,1.5822557210922241,1547200,0.0,0.0
2002-12-05 00:00:00-05:00,1.586463069509591,1.6605259947882585,1.5822548484256085,1.6201280355453491,2463200,0.0,0.0
2002-12-06 00:00:00-05:00,1.6117121898366986,1.6243365354488084,1.578047214695318,1.6176035404205322,1127200,0.0,0.0
2002-12-09 00:00:00-05:00,1.5654230649642928,1.5755224785068127,1.5107174534483387,1.5275498628616333,1407200,0.0,0.0
2002-12-10 00:00:00-05:00,1.5443822314383227,1.5654228608570266,1.5182918959067635,1.5250248908996582,2289600,0.0,0.0
2002-12-11 00:00:00-05:00,1.53175801633679,1.5452240074693409,1.4433872689362386,1.448436975479126,2988800,0.0,0.0
2002-12-12 00:00:00-05:00,1.4484370165486145,1.5233417749404905,1.4433873098625458,1.5233417749404907,1598400,0.0,0.0
2002-12-13 00:00:00-05:00,1.4896765247706438,1.4896765247706438,1.3297677040100098,1.3297677040100098,5163200,0.0,0.0
2002-12-16 00:00:00-05:00,1.3466004133224487,1.3710076228670118,1.3381841286337277,1.3466004133224487,3011200,0.0,0.0
2002-12-17 00:00:00-05:00,1.3634328985272082,1.3667993158785008,1.2245646913182933,1.2540215253829956,6561600,0.0,0.0
2002-12-18 00:00:00-05:00,1.1361936719984602,1.1530261547901601,1.0671804524206865,1.121044397354126,15253600,0.0,0.0
2002-12-19 00:00:00-05:00,0.8357338078739405,0.8837064162125458,0.7591459313110339,0.7843946218490601,38963200,0.0,0.0
2002-12-20 00:00:00-05:00,0.7995440968618879,0.8121684452331948,0.7684039679841681,0.7970192432403564,23508800,0.0,0.0
